OBJECTID,ZIP,FILENUM,UOFNum,OCCURRED_D,OCCURRED_T,CURRENT_BA,OffSex,OffRace,HIRE_DT,OFF_INJURE,OffCondTyp,OFF_HOSPIT,SERVICE_TY,ForceType,UOF_REASON,Cycles_Num,ForceEffec,STREET_N,STREET,street_g,street_t,Address,CitNum,CitRace,CitSex,CIT_INJURE,CitCondTyp,CIT_ARREST,CIT_INFL_A,CitChargeT,Council District,RA,BEAT,SECTOR,DIVISION,X,Y,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer
1121,75228,UF2019-0724,"58189, 58190, 58191, 58192",06/11/2019,12:05 AM,10965,Male,Hispanic,01/28/2015,false,No injuries noted or visible,false,Arrest,"Hand Controlled Escort, Take Down - Body, Hand/Arm/Elbow Strike, Held Suspect Down",Active Aggression,NULL,"No, Yes, Yes, Yes",2312,San Francisco,NULL,Dr.,2312 San Francisco Dr.,58861,Hispanic,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D9,1115,233,230,NORTHEAST,2529626.58,6998559.588,POINT (-96.67235 32.854153),13,3
456,75229,UF2019-0295,55345,02/17/2019,3:15 AM,11350,Male,White,07/26/2017,false,No injuries noted or visible,false,Arrest,Taser Display at Person,Weapon Display,NULL,Yes,3009,Satsuma,NULL,Dr.,3009 Satsuma Dr.,44227,Hispanic,Male,false,No injuries noted or visible,false,Alchohol,No Arrest,D13,3016,552,550,NORTHWEST,2466387.553,7014372.605,POINT (-96.877553 32.900405),11,3
2416,75210,UF2019-1459,61480,10/20/2019,10:25 PM,7771,Male,Hispanic,06/11/1999,false,No injuries noted or visible,false,Arrest,Hand/Arm/Elbow Strike,Active Aggression,NULL,Yes,1600,Funway,NULL,NULL,1600 Funway,60387,Hispanic,Female,false,Non-Visible Injury/Pain,false,Agitated,No Arrest,D7,2098,115,110,CENTRAL,2503909.922,6970082.185,,,
175,75243,UF2019-0106,"55174, 55175, 55176",02/08/2019,6:00 PM,11369,Male,Hispanic,07/26/2017,false,No injuries noted or visible,false,Arrest,"Verbal Command, Joint Locks, Take Down - Head",Arrest,NULL,"No, No, Yes",9019,Vantage Point,NULL,Dr.,9019 Vantage Point Dr.,57441,Black,Female,false,No injuries noted or visible,true,Mentally unstable,"Crim Trespass/Bldg/Prop, Resisting Arrest",D10,1030,252,250,NORTHEAST,2506134.306,7021245.949,POINT (-96.748095 32.917743),9,3
971,75204,UF2019-0625,"57675, 57676, 57677",05/19/2019,9:15 PM,9517,Male,White,07/09/2008,false,No injuries noted or visible,false,Off-Duty Employment,"BD - Grabbed, Take Down - Body, Hand Controlled Escort",Arrest,NULL,"No, Yes, Yes",505,Good Latimer,N,Expwy.,505 N Good Latimer Expwy.,5861658617,Hispanic,Female,false,No injuries noted or visible,true,Alchohol,"Public Intoxication, Resisting Arrest",D14,2052,154,150,CENTRAL,2494329.167,6973133.642,POINT (-96.788992 32.785945),12,3
646,75229,UF2019-0431,56061,03/16/2019,5:00 AM,7660,Male,Black,07/10/1998,false,No injuries noted or visible,false,Off-Duty Employment,Taser,Active Aggression,1,Limited,2620,Walnut Hill,NULL,Ln.,2620 Walnut Hill Ln.,57854,Hispanic,Male,true,Puncture,false,Alchohol and unknown drugs,No Arrest,D6,3041,534,530,NORTHWEST,2462866.005,7007247.34,POINT (-96.889644 32.881029),6,3
2594,75216,UF2019-1574,"60323, 60324, 60325, 60326",09/06/2019,2:40 AM,10459,Male,Hispanic,09/26/2012,false,No injuries noted or visible,false,Arrest,"Held Suspect Down, Verbal Command, Take Down - Arm, Joint Locks",Arrest,NULL,"Yes, No, Yes, Yes",2000,KINGSLEY,NULL,Dr.,2000 KINGSLEY Dr.,24643,Black,Male,true,Abrasion/Scrape,true,Unknown Drugs,"Public Intoxication, Warrant/Hold",D3,4325,727,720,SOUTH CENTRAL,2493973.838,6937704.767,POINT (-96.791958 32.688505),3,3
2384,75204,UF2019-1437,60815,09/25/2019,7:00 AM,11165,Male,White,03/23/2016,false,No injuries noted or visible,false,Arrest,Held Suspect Down,Danger to self or others,NULL,Yes,1300,Haskell,N,Ave.,1300 N Haskell Ave.,60096,White,Male,false,No injuries noted or visible,true,Agitated,APOWW,D2,2028,156,150,CENTRAL,2497013.388,6977071.342,POINT (-96.779829 32.796484),12,3
1457,75224,UF2019-0913,"55642, 55643",02/28/2019,12:22 AM,9465,Female,Black,05/28/2008,false,No injuries noted or visible,false,Arrest,"Held Suspect Down, BD - Grabbed",Arrest,NULL,"Yes, Yes",3603,Marvin D Love,NULL,Frwy.,3603 Marvin D Love Frwy.,51985,Black,Male,false,No injuries noted or visible,true,Agitated,"Crim Trespass/Bldg/Prop, Resisting Arrest",D4,4263,453,450,SOUTHWEST,2480058.203,6941830.337,POINT (-96.837709 32.700157),4,3
2182,75211,UF2019-1335,60905,09/23/2019,1:20 AM,11158,Male,White,03/23/2016,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Arrest,NULL,Yes,3228,Grafton,NULL,Ave.,3228 Grafton Ave.,6006060061,Hispanic,Male,false,No injuries noted or visible,true,Agitated,Evading Arrest,D1,4158,441,440,SOUTHWEST,2468692.545,6952640.671,POINT (-96.87399 32.730665),1,3
1573,75240,UF2019-0974,59777,07/20/2019,2:24 AM,11305,Male,Hispanic,03/08/2017,false,No injuries noted or visible,false,Arrest,Weapon display at Person,Weapon Display,NULL,Yes,13909,Stonemoss,NULL,Dr.,13909 Stonemoss Dr.,5933859339,Hispanic,Male,true,Abrasion/Scrape,true,Alchohol and unknown drugs,"Burglary of a Vehicle, Evading Arrest",D11,1021,643,640,NORTH CENTRAL,2501333.173,7028358.422,POINT (-96.76304 32.937364),10,3
816,75215,UF2019-0527,"57341, 57342",05/08/2019,3:30 PM,11095,Female,Black,10/21/2015,false,No injuries noted or visible,false,Call for Cover,"BD - Grabbed, Verbal Command",Active Aggression,NULL,"No, No",3117,malcolm x,NULL,Dr.,3117 malcolm x Dr.,58499,Black,Male,false,No injuries noted or visible,true,Agitated,"Public Intoxication, Assault, Other Felony Arrest",D7,2135,345,340,SOUTHEAST,2501134.574,6966683.012,,,
2918,75217,UF2019-1791,"62188, 63809",11/25/2019,7:00 PM,11544,Male,White,06/27/2018,false,No injuries noted or visible,false,Arrest,"Take Down - Body, Held Suspect Down",Arrest,NULL,"Yes, Yes",1244,Masters,N,Dr.,1244 N Masters Dr.,60774,Black,Male,false,No injuries noted or visible,true,Agitated,"Other Misdemeanor Arrest, Resisting Arrest",D5,2206,335,330,SOUTHEAST,2537862.565,6954571.424,POINT (-96.64828 32.73298),5,3
2160,75211,UF2019-1335,60867,09/23/2019,1:20 AM,11545,Male,White,07/11/2018,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Arrest,NULL,Yes,3228,Grafton,NULL,Ave.,3228 Grafton Ave.,6006060061,Hispanic,Male,false,No injuries noted or visible,true,Agitated,Evading Arrest,D1,4158,441,440,SOUTHWEST,2468692.545,6952640.671,POINT (-96.87399 32.730665),1,3
105,75248,UF2019-0069,"54641, 54642, 54643, 54644",01/17/2019,9:45 AM,10379,Male,Hispanic,05/09/2012,true,Abrasion/Scrape,false,Arrest,"Verbal Command, Foot Pursuit, BD - Grabbed, Held Suspect Down",Danger to self or others,NULL,"No, No, Yes, Yes",17194,Preston,NULL,Rd.,17194 Preston Rd.,57218,Black,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D12,4404,623,620,NORTH CENTRAL,2488496.042,7045379.021,POINT (-96.802791 32.983631),14,3
2556,75211,UF2019-1549,"60055, 60056, 60057, 60058",08/25/2019,2:00 AM,10942,Female,White,12/03/2014,false,No injuries noted or visible,false,Arrest,"Handcuffing Take Down, Verbal Command, Hand/Arm/Elbow Strike, Held Suspect Down",Arrest,NULL,"Yes, No, Yes, Yes",1600,Superior,NULL,St.,1600 Superior St.,59740,White,Male,true,Abrasion/Scrape,true,Unknown Drugs,Assault,D1,4187,447,440,SOUTHWEST,2471608.168,6951782.167,POINT (-96.863837 32.728581),1,3
1355,75243,UF2019-0860,"57063, 61078",04/29/2019,NULL,10447,Male,Black,01/29/2014,false,No injuries noted or visible,false,Crime in Progress,"BD - Grabbed, Foot Pursuit",Detention/Frisk,NULL,"Yes, Yes",11682,Forest Central,NULL,Dr.,11682 Forest Central Dr.,58362,White,Male,true,Fracture,true,None detected,"Evading Arrest, Theft",D10,1038,241,240,NORTHEAST,2500308.08,7017605.609,POINT (-96.767045 32.909072),9,3
228,75204,UF2019-0139,"55010, 55011",02/01/2019,1:58 AM,11233,Male,White,11/02/2016,false,No injuries noted or visible,false,Arrest,"Leg Restraint System, Verbal Command",Property Destruction,NULL,"Yes, No",505,Good Latimer,N,Expwy.,505 N Good Latimer Expwy.,55836,Black,Female,false,No injuries noted or visible,true,Agitated,Public Intoxication,D14,2052,154,150,CENTRAL,2494329.167,6973133.642,POINT (-96.788992 32.785945),12,3
1946,75227,UF2019-1208,"59512, 59513",08/01/2019,3:26 AM,11590,Male,Hispanic,09/19/2018,false,No injuries noted or visible,false,Traffic Stop,"Verbal Command, Hand Controlled Escort",Detention/Frisk,NULL,"No, Yes",2800,Buckner,S,Blvd.,2800 S Buckner Blvd.,59488,White,Female,false,No injuries noted or visible,true,Alchohol,DWI,D5,1243,324,320,SOUTHEAST,2527110.241,6964009.555,POINT (-96.682726 32.759527),5,3
1605,75217,UF2019-0994,"57006, 58729",04/26/2019,9:45 PM,11434,Female,White,12/13/2017,false,No injuries noted or visible,false,Arrest,"BD - Grabbed, Verbal Command",Arrest,NULL,"No, No",125,Murdeaux,S,Ln.,125 S Murdeaux Ln.,28081,Black,Male,false,No injuries noted or visible,true,Unknown Drugs,"Public Intoxication, Resisting Arrest",D8,2215,351,350,SOUTHEAST,2524156.695,6946714.14,POINT (-96.69329 32.711588),8,3
399,75223,UF2019-0252,55633,03/01/2019,1:43 AM,11219,Male,White,09/07/2016,false,No injuries noted or visible,false,Arrest,Weapon display at Person,Arrest,NULL,No,1317,Fairview,NULL,Ave.,1317 Fairview Ave.,57660,White,Male,false,No injuries noted or visible,true,Unknown,"Warrant/Hold, Evading Arrest",D2,1213,314,310,SOUTHEAST,2506810.165,6975044.276,POINT (-96.748115 32.790587),2,3
528,75211,UF2019-0342,"54890, 54891, 54892, 54893",01/25/2019,5:45 PM,10942,Female,White,12/03/2014,true,Fluid Exposure,true,Arrest,"Verbal Command, Hand/Arm/Elbow Strike, Take Down - Group, Handcuffing Take Down",Active Aggression,NULL,"No, No, Yes, Yes",2670,TEXAS,NULL,Dr.,2670 TEXAS Dr.,55113,Black,Male,false,"Abrasion/Scrape, Redness/Swelling, Sprain/Strain, Injury Not Related to Force, Bruise",false,NULL,"Assault/Public Servant, Resisting Arrest",D1,4187,447,440,SOUTHWEST,2471937.597,6950420.051,POINT (-96.86316 32.724334),1,3
1736,75223,UF2019-1078,"59431, 59432",07/28/2019,8:00 PM,11206,Male,Hispanic,08/24/2016,false,No injuries noted or visible,false,Arrest,"Weapon display at Person, Verbal Command",Weapon Display,NULL,"Yes, Yes",1426,Fitzhugh,S,Ave.,1426 S Fitzhugh Ave.,59427,Black,Female,false,No injuries noted or visible,true,None detected,Assault,D2,1219,115,110,CENTRAL,2505634.782,6972968.347,POINT (-96.751688 32.784558),2,3
2061,75253,UF2019-1286,"60716, 60719",09/22/2019,6:33 PM,10989,Female,Black,03/11/2015,false,No injuries noted or visible,false,Arrest,"Verbal Command, Taser",Active Aggression,1,"No, Limited",13904,Lasater,NULL,Rd.,13904 Lasater Rd.,60056,White,Male,true,Bruise,true,Mentally unstable,APOWW,D8,6062,357,350,SOUTHEAST,2560531.524,6944199.01,POINT (-96.575081 32.703168),8,3
389,75236,UF2019-0245,"55235, 55236, 55237, 55238",02/11/2019,3:50 PM,11281,Male,Other,02/22/2017,false,No injuries noted or visible,false,Service Call,"Verbal Command, Hand/Arm/Elbow Strike, Held Suspect Down, Hand Controlled Escort",Active Aggression,NULL,"No, No, No, No",4700,Ledbetter,E,Dr.,4700 E Ledbetter Dr.,57476,Black,Male,false,No injuries noted or visible,true,Alchohol and unknown drugs,APOWW,D3,4445,437,430,SOUTHWEST,2460685.929,6938117.211,,,
1281,75217,UF2019-0806,58818,07/01/2019,5:21 PM,10750,Male,White,01/29/2014,false,No injuries noted or visible,false,Arrest,Foot Pursuit,Other,NULL,Yes,600,Cedarcliff,NULL,Dr.,600 Cedarcliff Dr.,51910,Hispanic,Male,false,No injuries noted or visible,true,None detected,Evading Arrest,D5,2203,337,330,SOUTHEAST,2531507.386,6950005.42,POINT (-96.669225 32.720544),5,3
1702,75217,UF2019-1054,"59682, 59683",08/06/2019,10:59 AM,9080,Male,White,03/21/2007,false,No injuries noted or visible,false,Arrest,"BD - Grabbed, Held Suspect Down",Arrest,NULL,"Yes, Yes",7700,Umphress,NULL,Rd.,7700 Umphress Rd.,59539,Hispanic,Male,false,No injuries noted or visible,true,None detected,"Assault, Evading Arrest",D5,1252,332,330,SOUTHEAST,2524753.919,6957915.929,POINT (-96.691013 32.742575),5,3
1023,75224,UF2019-0659,"57631, 57634",02/28/2019,11:30 AM,11496,Male,Hispanic,04/18/2018,false,No injuries noted or visible,false,Service Call,"Hand/Arm/Elbow Strike, Hand/Arm/Elbow Strike",Active Aggression,NULL,"Yes, Yes",3212,Nicholson,NULL,Dr.,3212 Nicholson Dr.,57853,White,Male,false,Non-Visible Injury/Pain,true,Agitated,Assault/Public Servant,D4,4239,445,440,SOUTHWEST,2478224.312,6946042.045,POINT (-96.842646 32.712145),4,3
2609,75243,UF2019-1583,"61895, 61896",11/12/2019,2:20 PM,7700,Male,White,09/18/1998,true,"Puncture, Bruise, Sprain/Strain",false,Other ( In Narrative),"BD - Grabbed, Held Suspect Down",Arrest,NULL,"Yes, Yes",12121,Audilia,NULL,Rd.,12121 Audilia Rd.,41632,Black,Male,true,Puncture,true,NULL,"Resisting Arrest, Warrant/Hold",D10,9604,255,250,NORTHEAST,2515296.252,7019698.311,POINT (-96.718124 32.912511),9,3
2129,75211,UF2019-1325,59382,07/20/2019,2:28 AM,11151,Male,Asian,02/24/2016,false,No injuries noted or visible,false,Off-Duty Employment,BD - Tripped,Active Aggression,NULL,Yes,704,walton walker,S,Blvd.,704 S walton walker Blvd.,59367,Hispanic,Male,true,Abrasion/Scrape,true,Alchohol and unknown drugs,Public Intoxication,D6,4441,431,430,SOUTHWEST,2454532.335,6955434.589,POINT (-96.920345 32.737173),6,3
2586,75216,UF2019-1568,"59083, 63368",07/13/2019,8:24 PM,11028,Male,White,06/03/2015,false,No injuries noted or visible,false,Arrest,"Hand/Arm/Elbow Strike, Foot Pursuit",Arrest,NULL,"Yes, Yes",3527,Bonnie View,NULL,Rd.,3527 Bonnie View Rd.,49163,Black,Male,false,Injured prior to contact,true,Unknown,"Evading Arrest, Resisting Arrest, Drug Possession - Misdemeanor",D4,4225,728,720,SOUTH CENTRAL,2498450.068,6947830.951,POINT (-96.776529 32.7157),4,3
942,75243,UF2019-0609,"57490, 57492, 57493, 57494, 57495",05/14/2019,4:10 PM,10508,Male,White,04/10/2013,false,No injuries noted or visible,false,Arrest,"Verbal Command, Feet/Leg/Knee Strike, Held Suspect Down, BD - Grabbed, Held Suspect Down",Arrest,NULL,"No, No, Yes, Yes, Yes",12270,Greenville,NULL,Ave.,12270 Greenville Ave.,34301,Black,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D10,1030,252,250,NORTHEAST,2507218.542,7020237.687,POINT (-96.744128 32.915231),9,3
1619,75217,UF2019-1004,"58439, 58440",06/17/2019,9:37 PM,11591,Male,Hispanic,09/19/2018,false,No injuries noted or visible,false,Service Call,"Weapon display at Person, Verbal Command",Danger to self or others,NULL,"Yes, Yes",9000,Lake June,NULL,Rd.,9000 Lake June Rd.,58954,Hispanic,Male,false,No injuries noted or visible,true,Alchohol,"Other Misdemeanor Arrest, Public Intoxication, Fail to ID",D5,2203,337,330,SOUTHEAST,2532578.711,6954919.793,POINT (-96.665266 32.734192),5,3
41,75204,UF2019-0025,"54359, 54360, 54361, 54362, 54363, 54364, 54365, 54366",01/01/2019,9:15 PM,11462,Male,Hispanic,02/21/2018,false,No injuries noted or visible,false,Service Call,"BD - Grabbed, Verbal Command, BD - Grabbed, Hand Controlled Escort, BD - Pushed, BD - Grabbed, BD - Grabbed, BD - Grabbed",Detention/Frisk,NULL,"No, Yes, Yes, Yes, No, Yes, Yes, No",4024,Ross,NULL,Ave.,4024 Ross Ave.,51327,Black,Male,false,No injuries noted or visible,true,Mentally unstable,"Resisting Search and Transport, Burglary of a Vehicle",D14,2027,154,150,CENTRAL,2495673.753,6978111.549,POINT (-96.784189 32.799526),12,3
328,75231,UF2019-0210,55629,02/28/2019,11:10 PM,9236,Male,Hispanic,09/05/2007,false,No injuries noted or visible,false,Traffic Stop,Foot Pursuit,Detention/Frisk,NULL,Yes,8000,Fair Oaks,NULL,Ave.,8000 Fair Oaks Ave.,51838,White,Male,false,No injuries noted or visible,true,Unknown,Evading Arrest,D10,6061,213,210,NORTHEAST,2507429.049,7009108.644,POINT (-96.744376 32.884142000000004),9,3
1279,75240,UF2019-0805,59062,07/01/2019,2:30 AM,11321,Male,Black,05/31/2017,false,No injuries noted or visible,false,Crime in Progress,Weapon display at Person,Arrest,NULL,Yes,13350,Dallas,NULL,Pkwy.,13350 Dallas Pkwy.,4881759108,Black,Male,false,No injuries noted or visible,true,None detected,"Crim Trespass/Bldg/Prop, Warrant/Hold",D11,6004,633,630,NORTH CENTRAL,2483610.622,7025529.402,POINT (-96.820963 32.930161),10,3
956,75212,UF2019-0616,"57541, 57542",05/14/2019,7:00 PM,10346,Female,Hispanic,03/28/2012,false,No injuries noted or visible,false,Suspicious Activity,"Weapon display at Person, Verbal Command",Weapon Display,NULL,"Yes, Yes",2424,Jim,NULL,St.,2424 Jim St.,58579,Hispanic,Male,false,No injuries noted or visible,false,None detected,No Arrest,D6,4053,425,420,SOUTHWEST,2455692.389,6967770.858,POINT (-96.914863 32.772735),6,3
2298,75217,UF2019-1381,"61278, 61468",10/14/2019,4:28 PM,11061,Male,Hispanic,07/29/2015,false,No injuries noted or visible,false,Arrest,"Foot Pursuit, Verbal Command",Active Aggression,NULL,"Yes, No",8019,Reno,N,Ct.,8019 N Reno Ct.,60315,Hispanic,Male,false,No injuries noted or visible,true,Agitated,"Assault, Crim Trespass/Hab/Weapon, Evading Arrest, Resisting Arrest",D5,1252,332,330,SOUTHEAST,2526491.387,6955728.254,POINT (-96.685194 32.736538),5,3
1474,75207,UF2019-0922,57570,05/18/2019,12:43 AM,11046,Male,White,07/01/2015,false,No injuries noted or visible,false,Crime in Progress,Foot Pursuit,Detention/Frisk,NULL,No,100,Riverfront,N,Blvd.,100 N Riverfront Blvd.,37379,Black,Male,false,No injuries noted or visible,false,None detected,No Arrest,D6,9101,517,510,NORTHWEST,2486897.253,6969797.229,POINT (-96.813218 32.776997),6,3
2779,75228,UF2019-1682,"61809, 61810",11/09/2019,3:45 PM,10498,Male,White,04/10/2013,false,No injuries noted or visible,false,Arrest,"Verbal Command, Hand Controlled Escort",Arrest,NULL,"No, Yes",3105,Peavy,NULL,Rd.,3105 Peavy Rd.,60583,Black,Female,false,No injuries noted or visible,true,Unknown,Warrant/Hold,D7,1177,223,220,NORTHEAST,2525965.226,6981755.123,POINT (-96.685499 32.807955),7,3
1604,75217,UF2019-0994,"56980, 56981, 56982, 56983",04/26/2019,9:56 PM,11216,Female,White,09/07/2016,false,No injuries noted or visible,false,Arrest,"Hand/Arm/Elbow Strike, BD - Pushed, BD - Grabbed, BD - Tripped",Active Aggression,NULL,"No, No, No, No",125,Murdeaux,S,Ln.,125 S Murdeaux Ln.,28081,Black,Male,false,No injuries noted or visible,true,Unknown Drugs,"Public Intoxication, Resisting Search and Transport",D8,2215,351,350,SOUTHEAST,2524156.695,6946714.14,POINT (-96.69329 32.711588),8,3
2008,75215,UF2019-1250,"60215, 60216",09/02/2019,2:22 AM,11253,Male,White,12/28/2016,false,No injuries noted or visible,false,Service Call,"Take Down - Head, Held Suspect Down",Arrest,NULL,"Yes, Yes",4600,Malcolm X,S,Blvd.,4600 S Malcolm X Blvd.,59818,Black,Male,false,No injuries noted or visible,true,Unknown Drugs,"Warrant/Hold, Public Intoxication",D7,2167,346,340,SOUTHEAST,2505354.573,6962636.146,,,
1211,75218,UF2019-0767,58635,06/25/2019,12:34 AM,11052,Male,Hispanic,07/15/2015,false,No injuries noted or visible,false,Arrest,Held Suspect Down,Arrest,NULL,Yes,7900,Garland,NULL,Rd.,7900 Garland Rd.,59018,Hispanic,Female,false,No injuries noted or visible,true,Alchohol and unknown drugs,"DWI, Resisting Arrest, Traffic Violation",D2,1171,111,110,CENTRAL,2513276.456,6983215.586,POINT (-96.726622 32.812733),2,3
2124,75201,UF2019-1321,57569,05/17/2019,8:54 PM,3162,Male,Hispanic,08/23/1971,false,No injuries noted or visible,false,Off-Duty Employment,Taser,Danger to self or others,3,Yes,100,Harwood,N,St.,100 N Harwood St.,58589,Black,Male,true,Puncture,true,Mentally unstable,"Assault, Evading Arrest, Public Intoxication",D14,2064,134,130,CENTRAL,2492723.556,6971622.952,POINT (-96.794133 32.781724000000004),12,3
2836,75203,UF2019-1711,"62380, 62381",12/07/2019,12:50 AM,10771,Male,White,03/12/2014,false,No injuries noted or visible,false,Service Call,"Weapon display at Person, Verbal Command",Weapon Display,NULL,"Yes, No",723,Marsalis,N,Ave.,723 N Marsalis Ave.,38170,Hispanic,Male,false,No injuries noted or visible,true,Alchohol,"Other Misdemeanor Arrest, Public Intoxication, Warrant/Hold",D1,4099,411,410,SOUTHWEST,2486251.748,6962263.974,POINT (-96.81563 32.757064),1,3
2078,75217,UF2019-1296,59334,07/22/2019,2:06 AM,11253,Male,White,12/28/2016,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Detention/Frisk,NULL,Yes,8300,Elam,NULL,Rd.,8300 Elam Rd.,59372,White,Male,true,Laceration/Cut,true,Unknown,"Unauthorize Use Vehicle, Evading Arrest",D5,2210,337,330,SOUTHEAST,2528400.221,6949562.389,POINT (-96.67910700000002 32.719535),5,3
647,75223,UF2019-0432,"56076, 56077, 56078",03/20/2019,3:55 AM,10575,Female,White,06/19/2013,false,No injuries noted or visible,false,Service Call,"Verbal Command, BD - Grabbed, Verbal Command",Detention/Frisk,NULL,"No, Yes, Yes",427,Glasgow,S,Dr.,427 S Glasgow Dr.,57866,White,Male,true,"Injured prior to contact, Laceration/Cut, Abrasion/Scrape",true,Alchohol,Assault/FV,D2,1206,113,110,CENTRAL,2506502.87,6979665.994,POINT (-96.748336 32.802859),2,3
1650,75231,UF2019-1023,"59341, 59342, 59343",07/22/2019,8:30 PM,9884,Male,Hispanic,06/10/2009,false,No injuries noted or visible,false,Service Call,"Verbal Command, Take Down - Head, Joint Locks",Arrest,NULL,"No, Yes, Yes",5929,Melody,NULL,Ln.,5929 Melody Ln.,59373,Hispanic,Male,true,Abrasion/Scrape,true,Marijuana,"Assault/FV, Resisting Arrest",D13,1084,216,210,NORTHEAST,2501975.574,7003744.289,POINT (-96.762084 32.869416),11,3
